Time(s),Red_X,Red_Y,Green_X,Green_Y,Blue_X,Blue_Y
11.493680715560913,158.0,168.0,,,,
11.515190124511719,158.0,168.0,,,,
11.536696434020996,157.0,168.0,,,,
11.55814504623413,156.0,167.0,,,,
11.579443454742432,156.0,167.0,,,,
11.600772857666016,156.0,166.0,,,,
11.622486591339111,155.0,166.0,,,,
11.646356582641602,154.0,165.0,,,,
11.670276641845703,154.0,165.0,,,,
11.687763929367065,154.0,165.0,,,,
11.708045482635498,155.0,165.0,,,,
11.72968578338623,154.0,165.0,,,,
11.751381635665894,154.0,165.0,,,,
11.773853063583374,154.0,164.0,,,,
11.794443368911743,153.0,164.0,,,,
11.815705060958862,153.0,164.0,,,,
11.837312459945679,153.0,164.0,,,,
11.858582973480225,153.0,163.0,,,,
11.879834175109863,152.0,163.0,,,,
11.901307582855225,151.0,161.0,,,,
11.922801971435547,150.0,160.0,,,,
11.944108724594116,150.0,160.0,,,,
11.965511083602905,150.0,160.0,,,,
11.986924409866333,150.0,160.0,,,,
12.008360624313354,149.0,159.0,,,,
12.029850006103516,147.0,155.0,,,,
12.052277088165283,146.0,153.0,,,,
12.07319164276123,146.0,152.0,,,,
12.0944242477417,146.0,152.0,,,,
12.116319179534912,146.0,152.0,,,,
12.137467622756958,145.0,152.0,,,,
12.15890383720398,145.0,152.0,,,,
12.180274486541748,143.0,148.0,,,,
12.201618909835815,142.0,145.0,,,,
12.22296953201294,142.0,145.0,,,,
12.24481725692749,142.0,145.0,,,,
12.268188714981079,142.0,145.0,,,,
12.288280963897705,142.0,144.0,,,,
12.308838129043579,142.0,143.0,,,,
12.330252408981323,140.0,138.0,,,,
12.351711750030518,140.0,135.0,,,,
12.373216152191162,140.0,135.0,,,,
12.397197723388672,140.0,135.0,,,,
12.416591882705688,140.0,135.0,,,,
12.437421321868896,140.0,135.0,,,,
12.458876132965088,140.0,135.0,,,,
12.48048210144043,140.0,135.0,,,,
12.50163722038269,139.0,132.0,,,,
12.523633480072021,138.0,125.0,,,,
12.54831838607788,138.0,122.0,,,,
12.568536520004272,138.0,122.0,,,,
12.588491678237915,138.0,122.0,,,,
12.609206199645996,138.0,122.0,,,,
12.630729675292969,138.0,122.0,,,,
12.653009414672852,138.0,122.0,,,,
12.67647910118103,138.0,122.0,,,,
12.696292161941528,138.0,121.0,,,,
12.717257022857666,138.0,121.0,,,,
12.738466739654541,138.0,117.0,,,,
12.759492635726929,139.0,110.0,,,,
12.78175663948059,138.0,108.0,,,,
12.803771018981934,138.0,108.0,,,,
12.825388431549072,138.0,108.0,,,,
12.845194339752197,138.0,108.0,,,,
12.867141008377075,138.0,108.0,,,,
12.887954473495483,138.0,108.0,,,,
12.90984034538269,138.0,108.0,,,,
12.930634498596191,139.0,106.0,,,,
12.953105449676514,140.0,100.0,,,,
12.97381854057312,140.0,98.0,,,,
12.996622085571289,140.0,98.0,,,,
13.017315864562988,140.0,98.0,,,,
