Time(s),Current_Coil_1(A),Current_Coil_2(A),Current_Coil_3(A),Current_Coil_4(A),Current_Coil_5(A),Current_Coil_6(A),Current_Coil_7(A),Current_Coil_8(A),Current_Coil_9(A),Current_Coil_10(A)
0.0,-0.5586263331749589,-0.22159012359201646,0.23100500322159548,0.5773645791232386,0.19386589998575623,-0.22179531684001247,0.0233025140902091,0.16283807018417296,-0.1651526736647189,-0.009545673955927501
0.1,-0.5586263331738804,-0.22159012358906133,0.23100500322277123,0.5773645791225023,0.1938658999861498,-0.2217953168374267,0.023302514088983928,0.16283807018286234,-0.1651526736654919,-0.009545673957692789
0.2,-0.558626333174776,-0.22159012358924624,0.23100500322350728,0.577364579123877,0.1938658999869144,-0.2217953168375395,0.023302514088411,0.16283807018316468,-0.16515267366625985,-0.00954567395811784
0.30000000000000004,-0.5586263331734619,-0.22159012358760272,0.23100500322372317,0.5773645791239648,0.1938658999868375,-0.22179531683631284,0.02330251408700708,0.16283807018244353,-0.16515267366674005,-0.00954567395916042
0.4,-0.5586263331740735,-0.22159012358771607,0.23100500322424236,0.5773645791249049,0.19386589998725398,-0.221795316836488,0.023302514086536608,0.16283807018263854,-0.16515267366729863,-0.009545673959404163
0.5,-0.5586263331731756,-0.2215901235866855,0.23100500322425996,0.5773645791249007,0.1938658999871043,-0.22179531683567197,0.023302514085247982,0.16283807018212906,-0.1651526736676792,-0.0095456739600053
0.6000000000000001,-0.558626333173649,-0.2215901235867351,0.23100500322467937,0.577364579125547,0.19386589998731574,-0.22179531683589193,0.02330251408486053,0.16283807018225233,-0.16515267366812061,-0.009545673960135238
0.7000000000000001,-0.5586263331730673,-0.2215901235860815,0.2310050032245875,0.5773645791254054,0.19386589998717532,-0.22179531683529083,0.023302514083663073,0.16283807018186558,-0.16515267366844172,-0.009545673960454614
0.8,-0.5586263331734554,-0.22159012358607544,0.23100500322496553,0.5773645791258647,0.19386589998724263,-0.22179531683556267,0.02330251408334116,0.16283807018194013,-0.16515267366881387,-0.009545673960511526
0.9,-0.5586263331730875,-0.22159012358569516,0.23100500322479192,0.5773645791256304,0.19386589998714393,-0.2217953168350859,0.023302514082214645,0.16283807018164226,-0.1651526736690867,-0.009545673960648857
1.0,-0.5586263331734046,-0.22159012358562882,0.2310050032251573,0.5773645791259591,0.19386589998709466,-0.2217953168354067,0.023302514081948625,0.16283807018167626,-0.16515267366941222,-0.009545673960659713
1.1,-0.5586263331731897,-0.22159012358545147,0.23100500322493359,0.5773645791256892,0.19386589998705628,-0.22179531683500575,0.023302514080884337,0.16283807018145008,-0.16515267366965172,-0.009545673960686741
1.2000000000000002,-0.5586263331734351,-0.22159012358532504,0.23100500322528916,0.5773645791259132,0.19386589998691287,-0.22179531683535642,0.023302514080662022,0.1628380701814468,-0.1651526736699386,-0.00954567396066948
