Time(s),Desired_Magnet1_Y(m),Actual_Magnet1_Y(m),Desired_Magnet3_Y(m),Actual_Magnet3_Y(m)
8.411941766738892,-0.001511309120622741,-0.0047,0.027759422509591597,0.0302
8.511995792388916,0.0004379334305939063,-0.004,0.027739938843469914,0.0302
8.612100601196289,0.002387329026462973,0.0011,0.027739938843527493,0.031
8.712197303771973,0.004328279360032256,0.0084,0.027759422509763414,0.031
8.812361478805542,0.006252237439577323,0.0098,0.027798245696680983,0.031
8.912529468536377,0.008150764921559897,0.0069,0.027856120113287742,0.0302
9.012612581253052,0.01001558944358622,0.0069,0.02793261332309545,0.031
9.11269474029541,0.011838661957365482,0.0098,0.028027148744120142,0.0302
9.212782621383667,0.013612214061668243,0.0186,0.028139005648882092,0.0302
9.312877893447876,0.015328815335284816,0.0222,0.028267319164405835,0.0302
9.412990093231201,0.01698143066998362,0.0215,0.028411080272220217,0.031
9.513152837753296,0.018563477603469637,0.02,0.028569135808358365,0.0302
9.613234758377075,0.020068883652342804,0.0215,0.028740188463357706,0.0302
9.71337628364563,0.021492143645056402,0.0259,0.028922796782260004,0.0302
9.813493728637695,0.02282837705487543,0.0295,0.029115375164611334,0.0302
9.913586378097534,0.024073385332835043,0.0288,0.029316193864462117,0.031
10.013713836669922,0.025223709240698944,0.0266,0.029523378990367142,0.0302
10.113795042037964,0.026276686183917763,0.0259,0.029734912505385538,0.0302
10.21392011642456,0.027230507544587487,0.0281,0.029948632227080836,0.0302
10.31408166885376,0.02808427601440781,0.0302,0.030162231827520945,0.0302
10.414145708084106,0.028838062927640594,0.0302,0.03037326083327816,0.0302
10.514272212982178,0.029492965594068228,0.0281,0.03057912462542921,0.0302
10.614439964294434,0.030051164631952038,0.0281,0.030777084439555243,0.0295
10.714545011520386,0.030515981300990674,0.0295,0.030964257365741828,0.0295
10.814703941345215,0.030891934835278537,0.0302,0.031137616348579,0.0295
10.984988689422607,0.03140166330570861,0.0295,0.03143006353508751,0.0295
11.085098028182983,0.03155098257864386,0.0295,0.031542376900461244,0.0295
11.18520212173462,0.03164264205633127,0.0295,0.031627326645890366,0.0288
11.285284042358398,0.03168801083921987,0.0302,0.031681164988487324,0.0288
11.385397672653198,0.031699999999808146,0.0302,0.03169999999980723,0.0288
11.485466957092285,0.0316905824941835,0.0295,0.03167810170260778,0.0302
11.586026430130005,0.03166366332295475,0.0302,0.03160538544668301,0.0302
11.686214685440063,0.03162118845031114,0.0302,0.031472282669925154,0.0302
11.786295890808105,0.031565031767694464,0.0302,0.031270472411995924,0.0302
11.88636589050293,0.03149699509379904,0.0295,0.030992835008982846,0.0302
11.986453533172607,0.031418808174571676,0.0302,0.030633405788055443,0.0302
12.086570024490356,0.03133212868321163,0.0302,0.030187328762121515,0.0302
12.186601161956787,0.03123854222017061,0.0302,0.029650810324483346,0.031
12.286733150482178,0.031139562313152805,0.0302,0.029021072943494063,0.0302
12.386876344680786,0.031036630417114828,0.0302,0.028296308857213796,0.0302
12.486968517303467,0.030931115914265648,0.0302,0.027475633768065957,0.0302
12.587092876434326,0.03082431611406663,0.0302,0.02655904053749345,0.031
12.687175989151001,0.030717456253231537,0.0302,0.025547352880615052,0.031
12.787262916564941,0.030611689495726492,0.0302,0.024442179060881537,0.0302
12.887353420257568,0.030508096932769915,0.0302,0.023245865584731972,0.031
12.987473487854004,0.03040768758283253,0.0302,0.021961450896249953,0.0302
13.087559700012207,0.0303113983916374,0.0302,0.020592619071819935,0.0302
13.187680006027222,0.03022009423215987,0.0302,0.019143653514783383,0.0302
13.287766218185425,0.03013456790462751,0.0302,0.017619390650095077,0.0302
13.387817144393921,0.03005554013652014,0.031,0.01602517361897934,0.0288
13.48789930343628,0.029983659582569832,0.031,0.014366805973586347,0.0251
13.588019132614136,0.02991950282476087,0.031,0.012650505371648324,0.02
13.688135385513306,0.029863574372329706,0.031,0.010882857271135794,0.0149
13.788223028182983,0.029816306661764942,0.031,0.00907076862491386,0.0106
13.88830828666687,0.0297780600568074,0.031,0.0072214215753984585,0.0047
13.98832631111145,0.02974912284845002,0.031,0.00534222714921262,-0.0026
14.088406801223755,0.029729711254937827,0.031,0.00344077895184267,-0.0077
14.1884925365448,0.029719969421767963,0.0302,0.0015248068622945275,-0.0106
14.288578510284424,0.029719969421689686,0.0302,-0.0003978692722500451,-0.0106
14.38870644569397,0.029729711254704284,0.0302,-0.002319385941777182,-0.0142
14.488896131515503,0.02974912284806512,0.0302,-0.004231882278784705,-0.0208
14.588990211486816,0.029778060056277585,0.0302,-0.006127546363625841,-0.0222
14.68910527229309,0.029816306661099065,0.0302,-0.007998661529852942,-0.0208
14.789142608642578,0.029863574371538956,0.0302,-0.009837652669561263,-0.02
14.889229774475098,0.029919502823858638,0.0302,-0.011637132538732725,-0.0215
14.989356517791748,0.029983659581571447,0.0302,-0.013389948062579652,-0.0222
15.08945918083191,0.03005554013544266,0.0302,-0.015089226640888471,-0.0215
15.189546585083008,0.03013456790348947,0.0295,-0.016728422453363503,-0.0186
15.289639949798584,0.03022009423098101,0.0302,-0.018301362764970734,-0.0179
15.389726638793945,0.03031139839043827,0.0302,-0.019802294231281516,-0.0179
15.489945650100708,0.030407687581634125,0.0302,-0.021225929203816322,-0.0186
15.590046644210815,0.03050809693159331,0.0295,-0.022567492035388496,-0.0157
15.690140724182129,0.030611689494592385,0.0295,-0.023822765385448023,-0.0128
15.790229320526123,0.030717456252159735,0.0302,-0.024988136525425253,-0.0135
15.890318155288696,0.03082431611307556,0.0302,-0.02606064364407465,-0.0171
15.990403890609741,0.030931115913371818,0.0302,-0.02703802215281853,-0.02
16.090522050857544,0.03103663041633225,0.0302,-0.02791875099109084,-0.0179
16.190609216690063,0.031139562312492333,0.0302,-0.028702098931680877,-0.0164
16.29068922996521,0.0312385422196393,0.0302,-0.029388170886077043,-0.0179
16.390774726867676,0.03133212868281207,0.0302,-0.029977954209810587,-0.0208
16.490901470184326,0.031418808174301274,0.0302,-0.030473365007799368,-0.0215
16.59096932411194,0.031496995093649206,0.0302,-0.030877294439691585,-0.023
16.691056489944458,0.031496995093649206,0.0302,-0.030877294439691585,-0.0259
16.791106939315796,0.031565031767649826,0.0302,-0.031193655025209533,-0.0302
16.891193628311157,0.03162118845034875,0.0302,-0.03142742694949334,-0.0295
16.99127960205078,0.0316636633230432,0.0302,-0.03158470436844474,-0.0295
17.091373920440674,0.031690582494282006,0.0302,-0.031672741714070765,-0.0295
17.191442251205444,0.03169999999974656,0.0302,-0.031699999999803094,-0.0317
17.29154920578003,0.031683163438746394,0.0302,-0.03167603617643219,-0.0339
17.39162826538086,0.03160657194018958,0.0302,-0.03161082978746386,-0.0339
17.49171733856201,0.03143555726296688,0.0302,-0.03151369233475068,-0.0339
17.5917866230011,0.03114115390662167,0.0302,-0.031393011544638465,-0.0339
17.691898584365845,0.03069980339934982,0.0302,-0.03125629018206314,-0.0339
17.791983127593994,0.030093058586000018,0.0302,-0.031110184864647703,-0.0332
17.89230990409851,0.02930728791607378,0.0302,-0.03096054487679913,-0.0339
17.99242115020752,0.028333379731725623,0.0302,-0.030812450983805285,-0.0339
18.09254264831543,0.027166446555763134,0.0302,-0.030670254245931852,-0.0339
18.19262409210205,0.025805529379647123,0.0302,-0.030537614832519256,-0.0339
18.292717695236206,0.024253301951491776,0.0302,-0.030417540836079598,-0.0339
18.392812252044678,0.022515775064064745,0.0302,-0.03031242708639357,-0.0339
18.492900609970093,0.020602000842787273,0.0302,-0.0302240939646074,-0.0346
18.593001127243042,0.01852377703373426,0.0302,-0.030153826217329704,-0.0339
18.69320034980774,0.016295351291634532,0.0295,-0.0301024117707285,-0.0339
18.793322563171387,0.01393312546787079,0.0259,-0.030070180544628056,-0.0339
18.893426418304443,0.011455359898479863,0.0222,-0.03005704326660586,-0.0339
18.993508338928223,0.00888187769215277,0.0193,-0.030062530286089566,-0.0339
19.093587636947632,0.0062337690182348296,0.0164,-0.03008583038845381,-0.0339
19.19367218017578,0.0035330953947258397,0.0135,-0.03012582960911726,-0.0339
19.293797492980957,0.0008025939762801261,0.0069,-0.030181150047639417,-0.0332
19.39391589164734,-0.0019346181577932654,0.0011,-0.030250188681817683,-0.0332
19.494045972824097,-0.00465533971553048,-0.0026,-0.030331156181784148,-0.0339
19.594141006469727,-0.007336580904312763,-0.0069,-0.030422115724102576,-0.0339
19.69422435760498,-0.009955859142866277,-0.0128,-0.030521021805865346,-0.0339
19.7943058013916,-0.012491494773261995,-0.02,-0.03062575905879032,-0.0339
19.894468784332275,-0.014922906772915644,-0.0237,-0.030734181063317798,-0.0339
19.994545936584473,-0.017230908466587487,-0.0237,-0.03084414916270746,-0.0339
20.094746589660645,-0.019398003238382235,-0.0244,-0.03095357127713524,-0.0339
20.1948139667511,-0.021408680243748993,-0.0288,-0.03106044071779029,-0.0339
20.29489803314209,-0.023249710121481016,-0.0332,-0.03116287500097189,-0.0339
20.39505887031555,-0.024910440705715704,-0.0332,-0.031259154662186366,-0.0339
20.495155334472656,-0.026383092737934384,-0.0324,-0.03134776207024402,-0.0339
20.595303058624268,-0.02766305557896224,-0.0332,-0.03142742024135603,-0.0339
20.695390939712524,-0.028749182920968223,-0.0339,-0.03149713165323142,-0.0339
20.795578718185425,-0.02964408849946483,-0.0339,-0.03155621705917395,-0.0339
20.89568305015564,-0.03035444180530808,-0.0339,-0.03160435430217903,-0.0339
20.995772123336792,-0.03089126379669733,-0.0339,-0.031641617129030665,-0.0339
21.095947265625,-0.03127022261117519,-0.0339,-0.03166851400439838,-0.0332
21.196041584014893,-0.031511929277627374,-0.0339,-0.03168602692493411,-0.0339
21.2961483001709,-0.031642233428282596,-0.0339,-0.03169565023336917,-0.0339
21.39623785018921,-0.031692519010712454,-0.0339,-0.031699429432611136,-0.0339
21.496398448944092,-0.031699999999831266,-0.0339,-0.03169999999984081,-0.0339
