Time(s),Current_Coil_1(A),Current_Coil_2(A),Current_Coil_3(A),Current_Coil_4(A),Current_Coil_5(A),Current_Coil_6(A),Current_Coil_7(A),Current_Coil_8(A),Current_Coil_9(A),Current_Coil_10(A)
0.0,3.7290425540086654,1.9686301528676202,-6.332974380660328,-5.798267910179022,1.2994790615231337,-0.3590417945403887,-1.0374246751427183,-0.19439048299050976,0.7006280353992642,-0.38907031782195994
0.1,3.6023784503816763,1.827002496524108,-6.40355488936584,-5.853890303098021,1.1843000095819216,-0.38604772851665425,-1.1039680844490989,-0.20038104883767402,0.6827510073725277,-0.391614991354875
0.2,3.602378450390691,1.8270024965240548,-6.403554889370791,-5.853890303091678,1.1843000095689808,-0.3860477285025819,-1.1039680844510207,-0.2003810488408354,0.6827510073795036,-0.39161499135692357
0.30000000000000004,3.6023784503894425,1.8270024965217526,-6.403554889372281,-5.853890303085098,1.1843000095715068,-0.38604772850200986,-1.1039680844523867,-0.20038104883704344,0.682751007378758,-0.39161499135751016
0.4,3.6023784503945713,1.8270024965217062,-6.403554889375865,-5.853890303083206,1.184300009564691,-0.3860477284940921,-1.1039680844525113,-0.20038104883584942,0.6827510073829651,-0.3916149913568444
0.5,3.6023784503940046,1.8270024965205443,-6.4035548893762915,-5.85389030307856,1.184300009565401,-0.386047728493954,-1.1039680844534563,-0.20038104883442223,0.6827510073818459,-0.3916149913580962
0.6000000000000001,3.6023784503975853,1.827002496520693,-6.403554889378736,-5.85389030307779,1.1843000095612433,-0.38604772848852653,-1.1039680844539912,-0.20038104883467805,0.6827510073833655,-0.3916149913591734
0.7000000000000001,3.602378450397243,1.8270024965199498,-6.403554889378986,-5.8538903030745955,1.1843000095614045,-0.386047728488574,-1.1039680844543502,-0.20038104883309898,0.6827510073826353,-0.39161499135964556
0.8,3.602378450399873,1.8270024965201224,-6.403554889380891,-5.853890303074498,1.1843000095583687,-0.3860477284847893,-1.1039680844543585,-0.20038104883224783,0.6827510073834855,-0.3916149913600113
0.9,3.6023784503996716,1.8270024965196254,-6.403554889381038,-5.853890303072138,1.1843000095584229,-0.38604772848482677,-1.1039680844546669,-0.20038104883123384,0.6827510073826846,-0.39161499136063244
1.0,3.6023784504017917,1.827002496519866,-6.403554889382525,-5.853890303072342,1.1843000095561105,-0.386047728481914,-1.1039680844546864,-0.20038104883060934,0.6827510073827283,-0.39161499136136657
1.1,3.6023784504016354,1.8270024965194969,-6.403554889382632,-5.8538903030705445,1.1843000095561205,-0.3860477284820009,-1.1039680844548514,-0.2003810488296284,0.6827510073820053,-0.39161499136180733
1.2000000000000002,3.6023784504033878,1.8270024965197704,-6.403554889383854,-5.853890303071022,1.184300009554241,-0.3860477284797282,-1.103968084454713,-0.2003810488287624,0.6827510073816861,-0.39161499136242295
1.3,3.602378450403255,1.8270024965194842,-6.403554889383922,-5.853890303069567,1.1843000095542573,-0.3860477284798381,-1.1039680844548407,-0.2003810488279365,0.6827510073809524,-0.3916149913628662
1.4000000000000001,3.602378450404761,1.8270024965197917,-6.403554889384935,-5.853890303070236,1.1843000095526937,-0.38604772847797947,-1.1039680844546567,-0.20038104882709845,0.6827510073803242,-0.391614991363544
1.5,3.602378450404631,1.8270024965195533,-6.403554889384976,-5.853890303069006,1.1843000095527203,-0.38604772847811913,-1.103968084454739,-0.20038104882631616,0.6827510073796096,-0.39161499136393463
1.6,3.6023784504059506,1.82700249651988,-6.403554889385835,-5.853890303069823,1.1843000095513714,-0.38604772847656194,-1.1039680844544926,-0.20038104882544153,0.682751007378819,-0.3916149913645762
1.7000000000000002,3.6023784504058183,1.8270024965196716,-6.4035548893858545,-5.853890303068738,1.1843000095514151,-0.38604772847671914,-1.1039680844545567,-0.20038104882471816,0.682751007378111,-0.39161499136495215
1.8,3.602378450406997,1.8270024965200071,-6.403554889386592,-5.853890303069648,1.1843000095502312,-0.3860477284753708,-1.1039680844542836,-0.20038104882387145,0.6827510073772184,-0.3916149913655849
1.9000000000000001,3.602378450406861,1.8270024965198184,-6.403554889386594,-5.853890303068665,1.184300009550286,-0.38604772847554036,-1.1039680844543314,-0.20038104882318244,0.6827510073765275,-0.3916149913659368
2.0,3.602378450407931,1.8270024965201537,-6.403554889387238,-5.853890303069629,1.1843000095492218,-0.38604772847434077,-1.1039680844540374,-0.20038104882235253,0.6827510073755886,-0.39161499136654127
2.1,3.6044280250652885,1.827252661847113,-6.407702441379784,-5.853324806402018,1.1846150174100625,-0.38603593314316315,-1.1046142669139312,-0.1967993724936972,0.6802403928126168,-0.39322424593361094
2.2,3.6178489653314276,1.828844408218623,-6.435238781434142,-5.849413793983928,1.186927927759132,-0.3862102012563044,-1.1090042625856957,-0.17350701876602087,0.6639906698521545,-0.4036816308295076
2.3000000000000003,3.651540459386769,1.8324789772279104,-6.50561400868615,-5.838806054723272,1.1932991420018038,-0.3868928938930791,-1.1202089440780518,-0.11499363242539738,0.6230748815192833,-0.4297449355289874
2.4000000000000004,3.7114623758937033,1.8376081131923088,-6.633463145643623,-5.817885245103836,1.205241091681342,-0.38713640597784443,-1.1396709881777332,-0.009387271195576061,0.5481843300398261,-0.4758880283408361
2.5,3.800398571911921,1.8417798724221237,-6.827796516584093,-5.782346765557234,1.2230595705303884,-0.38301358090742327,-1.1659971012207375,0.15245706194479902,0.43011907226629925,-0.5442446383185559
2.6,3.7474446119760763,1.7576301874734637,-7.230819980526696,-5.730344240688068,1.1505077522803175,-0.33466372327332,-1.1822656313766748,0.27239527619931675,0.13592865551193992,-0.50071681923801
2.7,3.888137238676429,1.7414462182790218,-7.554439852602545,-5.646053931353926,1.1756295832417334,-0.29046069512383604,-1.2002431043836526,0.5603330374477283,-0.09596649205807778,-0.6086928371059673
2.8000000000000003,3.872680781964907,1.609412495566514,-8.093001790102948,-5.498850374572338,1.1279363857374818,-0.16042177121266674,-1.1149602473541602,0.7426785919337744,-0.5396547784284569,-0.5498254772191692
